author;day;month;full_text;favorite_count;quote_count;reply_count;retweet_count;reply;photo;video;pm;retuit;type;score_tweet;alcance
Urresti;12;2;¡Basta de tanta injusticia con médicos y profesores! En mi gobierno se les pagará mucho mejor, especialmente a los que trabajen en provincias o lugares muy lejanos del Perú. #TodosJuntosLoPodemosTodo https://t.co/RB8d7uIeCl;90;60;33;22;0;;;;;Positive;1;205
RLA;7;1;López Aliaga: “Crearemos un fondo de innovación para jóvenes emprendedores” | Política | https://t.co/oRIILD1SOc https://t.co/TXdqrl4NS3;263;3;14;59;0;;;;;Positive;1;339
Keiko;11;3;Hace instantes, en un encuentro con mujeres valientes y luchadoras de #Nasca, que son mi mejor inspiración para seguir adelante. https://t.co/8hxpUd87IL;1331;27;306;331;0;;;;;Positive;5;1995
RLA;16;2;Arequipa: Hernando De Soto recibe insulto de su propio candidato al Congreso (Video) | RPP Noticias https://t.co/UlUAyJDv6Y;380;13;151;100;0;;;;;Negative;-2;644
Urresti;18;3;RESUMEN: Para que los bancos no te saquen los ojos con los intereses. #ConUrrestiPresidente;19;0;1;2;0;;;;;Neutral;0;22
Urresti;12;3;"¡Se acabó la #MalditaUsuraBancaria! Los bancos ya no te asfixiarán con sus intereses. #TodosJuntosLoPodemosTodo.
Aplaudan @hurgamemoriaPE @noakeikope @LaSalitadelSin @deslengua_2 !! https://t.co/qTBP5InUik";170;68;86;21;0;;;;;Neutral;0;345
Urresti;14;1;"Para los ricos y poderosos fijar topes a los intereses bancarios es populista. JA-JA-JA. #QueNoTeMetanCuentazos: La ley contra la usura existe en países como Estados Unidos, Alemania, Inglaterra y otros.
#UrrestiSiempreConElPueblo https://t.co/FsI71oyUJW";140;69;45;24;0;;;;;Positive;4;278
RLA;19;4;"Ante el riesgo que Perú pueda convertirse en un régimen comunista como el de Pol Pot en Camboya mi voto va a ser por @KeikoFujimori así me cueste políticamente. 

No estoy pensando en mis intereses personales, sino en los intereses nacionales. https://t.co/PSEh4jVZ8q";5928;189;584;1689;0;1;0;0;0;Negative;-1;8390
RLA;18;2;“Hay que romper con oligopolio bancario para reducir intereses” - La Razónñ https://t.co/6eC06KFo8M;868;7;36;242;0;;;;;Positive;1;1153
RLA;1;2;"He dejado atrás mis empresas para servir a mi país.

A mí me motiva la vocación de servicio y no el dinero ni intereses particulares.

#RenovaciónPopular #RafaelLópezAliaga https://t.co/dzootVjFpk";1475;23;91;396;0;;;;;Neutral;0;1985
RLA;18;1;"Cuando sea Presidente del Perú, no cobraré ni un sol de sueldo. Todo lo donaré a organizaciones caritativas.

A mí me motiva la vocación de servicio y no el dinero ni intereses particulares. https://t.co/0qDOf2j7Af";1947;68;248;531;0;;;;;Positive;1;2794
RLA;18;2;@polatija @Mineducacion Simplificar los trámites: con CERTIFICACIÓN INTERNACIONAL PRIVADA, tipo empresa SGS, con presencia en FRANCIA y PERÚ, bastará para que SUNEDU convalide, DE INMEDIATO, los títulos de peruanos en el exterior. PLAN DE GOBIERNO DE RENOVACIÓN POPULAR. Basta de burocracia INÚTIL...!;291;3;17;54;1;;;;;Positive;3;365
RLA;18;2;Simplificar los trámites: con CERTIFICACIÓN INTERNACIONAL PRIVADA, tipo empresa SGS, con presencia en FRANCIA y PERÚ, bastará para que SUNEDU convalide, DE INMEDIATO, los títulos de peruanos en el exterior. PLAN DE GOBIERNO DE RENOVACIÓN POPULAR. Basta de burocracia INÚTIL...!;646;2;27;154;0;;;;;Positive;3;829
Urresti;5;2;"Espero que los candidatos que estuvieron impulsando el irresponsable uso de la ivermectina se disculpen. ¡Pusieron en riesgo la vida de millones de peruanos! 
Tuit: @VertizPamela https://t.co/GSIp9T7cLP";121;63;156;15;0;;;;;Neutral;0;355
Urresti;16;3;@ContraIndulto @deslengua_2 @noakeikope @salvajedigital @KeikoFujimori @George_Forsyth @MartinVizcarraC @Ollanta_HumalaT Jajaja!!!!!;5;1;0;1;1;;;;;Positive;3;7
HDS;11;3;"La democracia se pone en riesgo cuando se politíza la justicia. Ayer fue con RLA, Forsyth y Ciro Galvez. Hoy con Keiko.
A pesar de ser mis rivales primero está la democracia. Si al Voto no al Veto.
#HernandoPresidente";3513;56;315;636;0;;;;;Negative;-1;4520
Urresti;19;1;La justicia nacional e internacional ya dijo NO al indulto de Fujimori. Si la señora K llega a la presidencia al día siguiente indultará a su padre. ¡Tenemos que parar eso! #PeruanosContraElIndulto https://t.co/LcpzB20LdK;224;101;121;28;0;;;;;Positive;1;474
Urresti;19;1;"Pasaba por aquí solo para decirles que fue la justicia la anuló el indulto a Fujimori. Ahora seguiré con mis clases de inglés. A si yu leder, bay.😁
#ElTicherUrresti https://t.co/KMbWUxcF5Z";122;79;40;12;0;;;;;Neutral;0;253
RLA;17;3;"Es lamentable la manipulación de la información que hacen los medios de comunicación con el fin de manchar la reputación de cualquier persona. Exhorto a los periodistas a informar con objetividad e imparcialidad.
#SeguimosAvanzando
#RenovaciónPopular
#RafaelLópezAliaga
#SiSePuede https://t.co/9n3kJ2eRGu";738;12;44;244;0;;;;;Negative;-5;1038
RLA;16;2;LAMENTABLE DECLARACIÓN DE DE SOTO SOBRE SENDERO LUMINOSO: NO SON TERRUCOS.. SON “GUERRILLEROS”...! GRAVÍSIMA OFENSA A LOS MILES DE PERUANOS ASESINADOS POR DELINCUENTES TERRORISTAS..! https://t.co/U8ZkP9gw1d;1771;45;142;489;0;;;;;Negative;-4;2447
RLA;15;2;"Es lamentable la manipulación de la información que hacen los medios de comunicación con el fin de manchar la reputación de cualquier persona. Exhorto a los periodistas a informar con objetividad e imparcialidad.
#Elecciones2021
#SeguimosAvanzando
#RenovaciónPopular
#Rafael2021 https://t.co/BEVQfrY62L";1800;59;160;597;0;;;;;Negative;-5;2616
Urresti;4;3;¡El plagio de nuestro plan de gobierno no se va a quedar así! En las próximas horas el personero legal de Podemos Perú llevará el caso ante el @JNE_Peru. ¡Es hora de hacerle el pare a esos candidatos improvisados! #TodosJuntosLoPodemosTodo. https://t.co/K53M3fLxds;121;89;67;29;0;;;;;Neutral;0;306
Keiko;22;4;Esto no se trata sólo de mí o de ti. Se trata del Perú de nuestros hijos. De que todos podamos seguir trabajando con libertad para salir adelante. Ha llegado el momento de ponernos todos la camiseta del Perú. #ContraElComunismo https://t.co/cleLDHpseS;6444;951;3320;2087;0;;;;;Positive;1;12802
RLA;25;3;"Estimados amigos, todos somos parte de esta campaña. En #RenovaciónPopular apostamos por los valores familiares, respetando la libertad y creyendo en la igualdad de oportunidades entre hombres y mujeres ¡Seguimos avanzando!

#SÍSePuede
#RafaelEnPrimeraVuelta https://t.co/ErsN0rMgJJ";811;22;55;268;0;;;;;Positive;4;1156
RLA;18;2;Retiran textos escolares, en 2019, con contenido sexual 'inapropiado' en La Libertad. RPP miente al decir que fueron retirados en 2015. Fast check. https://t.co/LP3c89lKwt;667;15;34;251;0;;;;;Positive;2;967
Keiko;5;2;"Ya todo está listo para iniciar la 2da etapa de la Escuela Naranja que arranca con un tema vital para nuestro país. C93: La Constitución que cambio nuestra historia.
Te invito a inscribirte hoy desde las 8:00 pm.
Hazlo en: &gt; https://t.co/G2eI01v49V &lt;
#EscuelaNaranja #C93 https://t.co/lk3kxUQmv4";738;32;331;176;0;;;;;Negative;-2;1277
Urresti;21;3;"¡Me buscaron y acá me tienen! ¡Listo para el primer round!😎 
Imperdible debate esta noche en @noticiAmerica y @canalN_ entre los 5 candidatos que lideramos las encuestas.
PD. 
- Usen el HT #ConUrrestiPresidente y los sigo.   
- ¿Troleo a Federico Salazar, o no? Hablen!
😂😂😂 https://t.co/WC9hVdRRp6";186;130;119;20;0;;;;;Negative;-3;455
Urresti;9;3;¡Listo y muy bien preparado para hacer despegar al Perú! #UrrestiPresidente https://t.co/077nxn6coZ;167;84;127;20;0;;;;;Negative;-1;398
Urresti;5;3;Debate clave entre los cinco candidatos que lideramos las encuestas. ¡Estoy listo para demostrar que el plan de gobierno de Podemos Perú es el mejor!. #TodosJuntosLoPodemosTodo https://t.co/v0AXlZ6nWb;89;78;47;26;0;;;;;Positive;1;240
Urresti;25;1;¿Dónde estaban los ahora candidatos presidenciales o sus partidos cuando, en plena pandemia, peleábamos para que las AFP te devuelvan tu plata? ¡Defendían a los poderosos! En mi gobierno tendrás el 100% de tu AFP. ¡Un decreto de urgencia y listo! #TodosJuntosLoPodemosTodo 🅿️🅿️ https://t.co/pcjFVHFXTd;258;87;144;39;0;;;;;Negative;-2;528
Keiko;19;4;Mientras el candidato Pedro Castillo viaja por el país, yo aún no puedo iniciar mis visitas al interior para ejercer mi legítimo derecho de hacer llegar mis propuestas a la población. Espero que esta solicitud sea resuelta a la brevedad posible. (2/2) https://t.co/5pjnPTHmEf;2083;303;1514;633;1;;;;;Neutral;0;4533
Keiko;4;2;Sé que por ahora no podemos vernos, pero tengo una idea para seguir a tu lado cuidándonos como es indispensable. Yo no voy a exponerte. Por eso estoy implementando un nuevo protocolo para llegar hasta donde tú estás en esta cuarentena. #AtuLadoEnLaDistancia https://t.co/acKYSW73y9;1289;177;935;332;0;;;;;Negative;-1;2733
Urresti;8;2;@hurgamemoriaPE @ConvocaPe @WaykaPeru @deslengua_2 @noakeikope @LaSalitadelSin... los espero esta noche, sin ustedes no puedo llegar a ser presidente. 😉 #TodosJuntosLoPodemosTodo;5;0;3;0;1;;;;;Neutral;0;8
RLA;29;3;"Estimados amigos, el Perú tiene todo los recursos para llegar a ser #PotenciaMundial. Exportaremos baterías de litio y realizaremos ensamblajes de autos para desarrollar la industria tecnológica.

#Elecciones2021
#RafaelLópezAliaga
#PerúPotenciaMundial
#RenovaciónPopular https://t.co/C5ZTvbADH1";810;10;57;248;0;;;;;Positive;1;1125
RLA;5;1;"Nuestra prioridad deben ser los millones de peruanos que no tienen un pan en su mesa hoy. Niños mal nutridos no podrán rendir bien en estudios a futuro

Propongo el #VoluntariadoPopular y un programa de asistencia masiva, que permitan llegar rápidamente a quienes más lo necesitan https://t.co/hpK9HCIyJo";329;2;14;77;0;;;;;Negative;-5;422
Urresti;24;3;¡Lucha frontal contra la delincuencia desde el 29 de julio! Operativos policiales mañana tarde y noche. Vamos a tener locos a esos robacelulares y cogoteros. #PalabraDeUrresti #UrrestiPresidente  https://t.co/kWr4L31Zap https://t.co/VyLgBJtjLx;91;102;27;14;0;;;;;Negative;-6;234
Urresti;22;3;¡A partir del 28 de julio operativos permanentes las 24 horas. ¡Vamos a tener locos a los delincuentes! Tenemos que proteger a nuestra gente de estos malditos. #UrrestiPresidente https://t.co/5uZhrMLEKS;175;91;73;24;0;;;;;Negative;-2;363
Urresti;6;1;Las #MentirasContraUrresti llegan a su fin. La testigo estrella dice que me reconoce porque... soy flaco, alto, tengo ojos, boca y cejas. ¡De locos! Comenten algo, @hurgamemoriaPE @noakeiko @SalitaSin @pedrofrancke @deslengua_2  o ya no les interesa el Caso Bustíos? (01) https://t.co/nL7sZr6HZD;68;41;21;5;0;;;;;Negative;-4;135
Urresti;15;4;"Corazoncito morado hasta el final. Este JNE está compuesto por otras personas. El gobierno actual es morado. Son situaciones diferentes.
Además huele a quemado 🔥 ese intempestivo e ilógico cambio en la tendencia, que logra que el PM tenga 3 congresistas.";104;2;47;20;0;;;;;Positive;2;173
Urresti;8;2;"¡El capitán Arturo está de vuelta! Una lucha de poder a poder en Latina con Christian Hudwalcker. Ganó el Perú. Mira la entrevista completa aquí:  
https://t.co/1yrM1T0ZQ9
¡@hurgamemoriaPE, disfrútalo, no seas hígado! 😘
#TodosJuntosLoPodemosTodo #UrrestiPresidente https://t.co/GdiuPKPhZr";165;59;62;37;0;;;;;Negative;-4;323
RLA;23;4;"Reiteramos que nuestra lucha siempre será en defensa de la democracia por encima de cualquier candidato o color político.
#RenovaciónPopular
#RafaelLopezAliaga https://t.co/1nizklHEKN";1640;15;73;354;0;1;0;0;0;Negative;-3;2082
RLA;1;4;"Los candidatos socios de grupetes delincuenciales no garantizan una verdadera lucha contra la corrupción. Nosotros implementaremos obras con un sistema de gobierno a gobierno que garantice la transparencia
#DebatePresidencialJNE #RafaelLopezAliagaPresidente #RafaelEnPrimeraVuelta https://t.co/2AAYpsJvJZ";684;12;83;163;0;0;1;1;0;Negative;-4;942
RLA;12;3;"#PresentaciónDeEquipoTécnico: 

Soy de la generación que ha sacado el Perú de las cenizas, hemos estado camino a ser una potencia mundial, pero con gente corrupta vinculada a empresas como #Odebrecht es imposible. Por eso planteamos una verdadera lucha contra la corrupción.";1235;13;67;367;0;;;;;Negative;-3;1682
RLA;19;2;López Aliaga: “Seremos implacables en la lucha contra los malos empresarios” | Política | https://t.co/oRIILCKhpC https://t.co/MXOckSIYk5;623;3;26;164;0;;;;;Negative;-3;816
Keiko;18;3;Hoy el Perú está de luto. Un gran ser humano ha partido al encuentro con Jesús. Luis Bedoya Reyes, un hombre decente que, con su gran ejemplo de vida, hizo docencia de cómo debe hacerse política limpia en nuestro país. https://t.co/B8kJHjnBSQ;1836;45;391;371;0;;;;;Negative;-2;2643
Keiko;20;4;"Mensaje a Evo Morales: No se meta en mi país.
Fuera Evo. Fuera Maduro. Le decimos fuera a estas ideologías que buscan generar división y traer pobreza a nuestro país. https://t.co/iK4DdcXDBN";8898;618;2114;2955;0;;;;;Neutral;0;14585
Urresti;26;1;¿Tan mal hablo el inglés? 😂😂😂  Carlos Álvarez vacilándose con #ElTicherUrresti. https://t.co/8I6OSYdtb7;186;75;40;11;0;;;;;Negative;-6;312
RLA;30;3;Respeto a Cancillería como institución y espero que esté a la altura de los futuros desafíos del Perú. No respeto en absoluto a Wagner por estar, en mi opinión, al servicio de los caviares. Termina mal su carrera...;3731;53;333;924;0;0;0;0;;Negative;-7;5041
RLA;9;4;"Hermanos peruanos, este domingo se acaba la corrupción en nuestro país, no más empresas ni políticos corruptos, la manipulación mediática de los medios se terminará. Sabemos que podemos lograrlos. Vamos celestes nos jugamos el mayor partido del país.
#RafaelLopezAliaga https://t.co/fW0nIDX8Ah";1663;32;156;535;0;0;1;0;0;Positive;3;2386
Urresti;22;3;Tal como me comprometí anoche en el debate, en breve voy a darme una vueltita por La Victoria. Si encuentro que está hecho una maravilla como dice Forsyth voy a votar por él. 😄 Atento a los enlaces en vivo de @canalN_ @noticiAmerica @RPPNoticias @larepublica_pe @exitosape https://t.co/J4SP1bfSQZ;205;82;118;19;0;;;;;Positive;3;424
Urresti;23;2;En mi gobierno el Cusco no solo será una maravilla para el mundo. También será una maravilla para los propios cusqueños de escasos recursos que hoy pasan penurias económicas y sufren, por ejemplo, por la falta de agua y desagüe. #PalabraDeUrresti. https://t.co/Fyoi2Z9hu0;126;111;39;22;0;;;;;Positive;3;298
Urresti;12;3;Cuando le preguntan sobre Ana Estrada: “Si te quieres matar, te subes a un edificio y te tiras”. Y ahora, esto. 👇¿Ante qué ser estamos? https://t.co/PRsZkGQRzS;310;72;195;54;0;;;;;Negative;-3;631
HDS;16;4;El no tener la presidencia no quiere decir que no vayamos a construir las escalares para que el Perú no vuelva a perder contacto con la mayor parte de su población► https://t.co/R7Q2jAMO3o https://t.co/VsTyVje9Di;2660;16;292;190;0;;;;;Neutral;0;3158
Keiko;28;4;"En mi visita a los hermanos pescadores de Ucayali, pude ver, una vez más, el abandono de los últimos gobiernos. ¡Su reclamo es legítimo! En mi gobierno, un puerto moderno para mejorar sus condiciones de trabajo y promover mayor inversión. 
¡Un CAMBIO hacia adelante! 💪🏻🇵🇪 https://t.co/IDslMkpjMX";3343;49;662;688;0;;;;;Positive;9;4742
RLA;4;3;Rafael López Aliaga: “Nosotros tenemos el mayor respeto por la mujer” | Política | https://t.co/oRIILD1SOc https://t.co/GubLFQQsLz;517;3;25;148;0;;;;;Positive;6;693
HDS;8;4;Tengo más de 30 años escuchándolos, es la mejor estrategia para entender donde están los problemas. Lo seguiré haciendo para construir soluciones con ustedes.;3190;53;446;324;0;;;;;Positive;2;4013
HDS;31;3;"""""El problema del Perú es pensar que todo va a venir de fuera. Yo quisiera ver que en las regiones del Perú se concentren en resolver problemas porque ese es el mejor aprendizaje que existe"""". @AvanzaPaisOf 
#DebatePresidencialJNE
@JNE_Peru
@VotoInformado https://t.co/xTM3kbLZE2 https://t.co/LgASf8yuoM";787;9;52;111;0;;;;;Positive;2;959
HDS;26;2;"""""Hernando de Soto es el mejor candidato, Hernando sí sabe"""". 
@diegoucedagg
Candidato por #Lima con el Nro 12

 #deSotoPresidente 🚈 #DeSotoSabe #GobiernodeGuerra https://t.co/6plmrpZniG";176;1;8;43;0;;;;;Positive;5;228
Urresti;16;4;"¡Estamos viviendo el gobierno del mejor cuadro del partido morado!
Solo esta segunda vuelta será peor que eso.";72;2;53;10;0;;;;;Negative;-3;137
Urresti;24;3;"Cuando combato a la delincuencia no me importa si es de día o de noche. Lo hice como ministro del Interior. Como presidente del Perú lo volveré a hacer... y mejor!!
#UrrestiPresidente https://t.co/gNze7HlZOo https://t.co/SSbsZ3HMsp";169;66;48;26;0;;;;;Positive;2;309
Urresti;24;3;Piña: La señora K ya no tendrá pretextos para justificar su derrota electoral en la primera vuelta. Mejor que vaya pensando para el 2026. https://t.co/CXmEWLAuYF;179;52;81;18;0;;;;;Positive;2;330
Urresti;22;3;Ya pues, hermoso, no puedes hablar de sangre nueva en la política si tienes en tu equipo a Carlos Bruce, quien fue ministro DOS VECES nada menos que de Toledo, y también ministro de PPK y Vizcarra. Solo le faltó ser ministro de Merino!! Mejor habla de #Techitocracia https://t.co/ifJ4WuuMcx;199;66;88;32;0;;;;;Neutral;0;385
Urresti;18;3;Vamos que podemos!! hagamos de nuestro Perú un pañis mejor! #ConUrrestiPresidente;13;0;0;1;0;;;;;Positive;3;14
Urresti;18;3;Los bancos no pueden hacer lo que les da la gana. #ConUrrestiPresidente cambiará todo para mejor.;12;0;4;3;0;;;;;Positive;2;19
Urresti;18;3;Demostraremos que nuestro plan de gobierno es el mejor. #ConUrrestiPresidente todo va a mejorar!!;24;0;5;6;0;;;;;Positive;5;35
Urresti;17;3;#ConUrrestiPresidente los únicos que van a temblar son los corruptos y delincuentes. Los peruanos de bien tendrán un Perú mejor. https://t.co/qwflC7yYZG;182;74;66;23;0;;;;;Positive;3;345
Urresti;6;3;"Aquí, fresh, concentrándome para el gran debate con los otros cuatro candidatos que lideran las encuestas: @George_Forsyth. @yonhy_lescano @KeikoFujimori @Vero_Mendoza_F.
Felizmente ya todos saben que tenemos el mejor plan de gobierno.
#UrrestiPresidente https://t.co/MaNt0AER8z";113;110;86;27;0;;;;;Positive;3;336
Urresti;24;2;¡Qué viva el departamento... de Lambayeque ♫! Saludos y a sonreír siempre, hermanos norteños. El Perú puede ser un país mejor. #TodosJuntosLoPodemosTodo https://t.co/lBIxzDEUYU;91;98;17;25;0;;;;;Positive;8;231
Urresti;30;1;Todos los peruanos soñamos con un Perú mejor. #TodosJuntosLoPodemosTodo https://t.co/hbTI9x9DJ1;54;2;24;5;0;;;;;Positive;3;85
Urresti;25;1;"Solo 5 comisarías en Iquitos y solo 1,600 policías en todo Loreto. ¡Increíble!
Con #UrrestiPresidente combatiremos mejor a la delincuencia y los vecinos estarán más protegidos. #JuntosLoPodemosTodo https://t.co/FoyaKjBxXr";97;87;48;17;0;;;;;Negative;-1;249
Urresti;11;1;Los policías que cumplan 30 años de servicio pero que quieran seguir combatiendo a la delincuencia recibirán un bono de S/ 1,200. ¡Medida concreta para proteger mejor a millones de peruanos! #UrrestiPresidente #TodosJuntosLoPodemosTodo https://t.co/dDlubNTlze;156;56;141;21;0;;;;;Positive;4;374
RLA;15;4;"Seamos fraternos y solidarios con quienes más lo necesitan. Así construiremos un Perú mejor para todos.
#PorUnMejorPerú https://t.co/tTIlp9nzqV";2433;7;146;435;0;1;0;0;0;Positive;3;3021
RLA;4;4;"En un gobierno de #RenovaciónPopular construiremos nuevos hospitales por todo el Perú con el mejor equipamiento médico y personal capacitado.
#Elecciones2021
#RenovaciónPopular
#RafaelPresidente2021
#PerúPotenciaMundial https://t.co/3jeXnzwwQp";903;9;50;302;0;0;1;1;0;Positive;3;1264
RLA;3;4;"¡Nada nos detiene! El pueblo sabe que Rafael es la mejor opción, ganamos en primera vuelta ¡Sí se puede!

#RafaelLopezAliaga #RenovacionPopular https://t.co/3nuumAtrHX";929;10;52;280;0;0;1;0;0;Positive;5;1271
RLA;30;3;"En un gobierno de #RenovaciónPopular construiremos nuevos hospitales por todo el Perú con el mejor equipamiento médico y personal capacitado.

#Elecciones2021
#RenovaciónPopular
#RafaelPresidente2021
#PerúPotenciaMundial https://t.co/Iv8pRUZ0FL";609;10;60;189;0;0;0;0;;Positive;3;868
RLA;2;3;"En un gobierno de #RenovaciónPopular, reforzaremos el sistema de seguridad empezando por la deportación de extranjeros que delinquen en nuestro país, mejor equipamiento para la policía y la integración de las rondas campesinas.

#Elecciones2021
#RafaelLópezAliaga https://t.co/HHOmABIzw6";673;11;66;203;0;;;;;Positive;3;953
RLA;23;2;"No importa el país donde estés, te invito a formar parte de #RenovaciónPopular y así lograr un mejor Perú para nuestros hijos.➡️ Si te encuentras en el extranjero, únete al grupo oficial de #PeruanosEnElExterior ingresando aquí: https://t.co/vWEOM4TkLg . 

 #RafaelPresidente2021 https://t.co/CslIWVcJZP";624;4;86;178;0;;;;;Positive;2;892
RLA;7;1;"Seamos fraternos y solidarios con quienes más lo necesitan. Así construiremos un Perú mejor para todos.

#RafaelLopezAliaga #RenovacionPopular https://t.co/lRLwur3SZX";378;5;12;84;0;;;;;Positive;3;479
RLA;13;3;"En un gobierno de #RenovaciónPopular promoveremos la construcción de reservorios, mejorando y ampliando los existentes, también la construcción de autopistas que unan la costa, sierra y selva de nuestro país.

#Elecciones2021
#PerúPotenciaMundial
#RafaelPresidente2021 https://t.co/9uciXjOKTH";1678;31;136;504;0;;;;;Positive;2;2349
Urresti;30;3;#UrrestiPresidente. Propuestas para mejorar la educación.  #TodosJuntosLoPodemosTodo https://t.co/gz7JzcaFm3;110;66;13;11;0;;;;;Positive;2;200
RLA;1;4;"En un gobierno de #RenovaciónPopular llevaremos a cabo la construcción de las líneas de metro 3,4,5 y 6 en Lima con el fin de mejorar el transporte y generar puestos de trabajo ¡Sí se puede!

#Elecciones2021
#RafaelPresidente2021
#PerúPotenciaMundial https://t.co/GebHD2pI9W";673;12;33;216;0;0;1;1;0;Positive;4;934
RLA;1;4;"En el #DebatePresidencialJNE: 

“El presupuesto nacional aumentará con el fin de vencer la anemia y la desnutrición. El presupuesto nacional de Educación aumentará para mejorar la infraestructura y los sueldos de profesores”. 

#RafaelGanaElDebate #RafaelPresidente2021";1383;19;327;279;0;0;0;1;0;Positive;2;2008
Urresti;21;3;No le tuve miedo a los terrucos... Ya a nadie le puedo tener miedo. #conUrrestiPresidente;34;0;17;6;0;;;;;Negative;-5;57
Urresti;3;1;"Los delincuentes dirán """"ninguno de los anteriores""""😁. Fuera de bromas, me emociona (y agradezco) que la gente me siga recordando como el ministro del Interior que puso el pecho por ellos y nunca le tuvo miedo ni a los sicarios más rankeados. #TodosJuntosLoPodemosTodo https://t.co/0sUwVmIyqd";289;71;307;26;0;;;;;Negative;-2;693
Urresti;2;1;"""""A mí el miedo me lo quitaron de chiquito: ¡A los malosos me los desayuno y a las mafias me las almuerzo!"""" Como ministro del Interior esa fue mi actitud contra la delincuencia. ¡Como Presidente de la República podemos hacer más! 🅿️🅿️#TodosJuntosLoPodemosTodo. https://t.co/QFAAWlX52i";308;94;392;46;0;;;;;Negative;-2;840
RLA;15;2;"Tomaremos medidas severas y expulsaremos de manera inmediata a los extranjeros que delinquen en nuestro país. No permitiremos que hayan más peruanos con miedo. Priorizaremos la seguridad de todos los peruanos.
#RenovaciónPopular
#RafaelPresidente2021
#OlaCeleste
#Elecciones2021 https://t.co/9T1oFUrJeq";973;13;65;301;0;;;;;Negative;-3;1352
Urresti;6;2;Lindo tema para investigar. Por ejemplo, es necesario saber por qué la testigo estrella mintió diciendo que la violaron. #MentirasContraUrresti;37;0;9;4;0;;;;;Negative;-2;50
RLA;18;2;Miserable...! https://t.co/SriVvZZUtp;1377;50;157;353;0;;;;;Negative;-3;1937
Urresti;10;2;"Ya que se ha puesto de moda el ping pong de los periodistas a los candidatos presidenciales, les comparto una que me hicieron hace un par de años. Uds. dirán si mis respuestas siguen vigentes. 😃Habla, @hurgamemoriaPE!
#TodosJuntosLoPodemosTodo https://t.co/V1pVFy3jUP";80;45;10;14;0;;;;;Negative;-4;149
Urresti;4;2;¿Te molesta que me defienda? #MentirasContraUrresti;24;0;35;3;0;;;;;Negative;-2;62
Urresti;31;1;¿Te molesta que la gente honesta me apoye? Uyyy... qué penita. Saludos y a cuidar el hígado. 😉;93;7;88;3;0;;;;;Neutral;0;191
Keiko;1;3;"Señor presidente: Hay que igualar hacia arriba salvando vidas, no hacia abajo dejando morir a miles de peruanos. Esto no es una competencia, debe ser una suma de esfuerzos para salvar vidas.
#SumaDeVacunas https://t.co/Y7JNIukiMz";2572;282;1582;748;0;;;;;Negative;-3;5184
RLA;13;2;"En este video les explico cuál es mi motivación para ser Presidente del Perú.

#SeguimosAvanzando #RenovaciónPopular #RafaelLópezAliaga #SiSePuede https://t.co/ApZWy007vj";580;5;27;189;0;;;;;Positive;1;801
RLA;16;3;"En un gobierno #RenovaciónPopular, expulsaremos y pondremos una multa administrativa a empresas implicadas en corrupción como Odebrecht ¡No más corrupción en el Perú! 

#Elecciones2021
#PerúPotenciaMundial
#RafaelPresidente2021
#CongresoCeleste https://t.co/a7x96QBAHu";1782;30;149;550;0;;;;;Positive;1;2511
RLA;8;2;"En un gobierno #RenovaciónPopular, expulsaremos y pondremos una multa administrativa a empresas implicadas en corrupción como Odebrecht.

#RafaelLópezAliaga #LaOlaCeleste #SiSePuede https://t.co/NR4ELslQrU";720;12;37;237;0;;;;;Positive;2;1006
RLA;28;3;Lo que se juega el Perú en las elecciones de abril, último bastión en defensa de la vida y la familia natural https://t.co/rbXCE7uuv8;642;3;30;200;0;;;;;Positive;1;875
Keiko;20;3;Con el resultado negativo de la prueba antígena de ayer, mi padre está regresando esta tarde a la Diroes. Estamos a la espera de los resultados de todos sus exámenes y de la prueba molecular.;1770;31;300;307;0;;;;;Negative;-2;2408
Urresti;7;2;"El taxista presentado por @Cuarto_Poder como comprador de testigos NIEGA ROTUNDAMENTE que yo tenga algo que ver en el caso. Lo peor: el productor de ese programa NO QUIERE que el pobre hombre se defienda en vivo!. #MentirasContraUrresti
VIDEO VIRAL: https://t.co/D76W9IsZnb https://t.co/RIK1Xx5ERi";194;129;181;39;0;;;;;Negative;-11;543
Urresti;3;2;¡Se caen otra de las #MentirasContraUrresti! La verdad sale a la luz. En una esclarecedora entrevista con @NicolasLucar en @exitosape, Jorge Calvera NIEGA CATEGÓRICAMENTE que yo tenga algo que ver con presunta compra de testigos. míralo completo en https://t.co/hOQSYXEehi https://t.co/8N9SvhTnZq;152;100;220;30;0;;;;;Negative;-2;502
Urresti;3;2;Reenvié a los medios el video viral del testigo Jorge Calvera que hoy me wasapearon. Pensé que alguien lo entrevistaría en vivo. NADIE lo hizo. ¿Saben por qué? ¡Porque él NIEGA ser mi intermediario! Confío que algún periodista querrá saber su verdad. #MentirasContraUrresti https://t.co/ocFeyU1gss;164;86;542;37;0;;;;;Negative;-2;829
HDS;29;3;"Hay una población en el Perú que está conectada con el capitalismo mundial porque tiene privilegios y una desconectada.  Yo sé cómo hacer que el 80% de los desconectados se beneficien del libre mercado creando los puentes que hoy no tienen.
#CuartoPoder 
#HernandoDeSoto";1335;20;70;189;0;;;;;Negative;-1;1614
HDS;28;3;Hay que crear riqueza para el que no la tiene, en lugar de quitarle al que la tiene.;8451;421;859;1354;0;;;;;Positive;2;11085
