created_at;favorite_count;full_text;quote_count;reply_count;retweet_count;author;day;month;reply_dummy
Thu Mar 11 19:46:02 +0000 2021;806;"Ollanta Humala sobre Verónika Mendoza: ""Muchas de las anotaciones en las agendas de Nadine se las he dictado a ella"" - Willax TV... Qué hace ⁦@FiscaliaPeru⁩ en este caso..? Cómplice de CORRUPCIÓN: COMISIÓN INVESTIGADORA, nuevo Congreso 2021..! https://t.co/dTxFO0CHSS";12;59;276;RLA;11;3;0
Thu Mar 11 19:38:45 +0000 2021;1138;https://t.co/z1LJhO1b5U;18;87;365;RLA;11;3;0
Thu Mar 11 19:34:36 +0000 2021;664;https://t.co/nV6xBORxob;30;38;240;RLA;11;3;0
Thu Mar 11 18:36:26 +0000 2021;1108;"La región de Puno se convertirá en productora y exportadora de Litio, apuntamos a ser potencia mundial. También se implementarán acuerdos para exportar energía eléctrica a Sudamérica, basados en el potencial de generación de energía de nuestro país.

#RenovaciónPopular https://t.co/7TEumUAfeJ";20;74;380;RLA;11;3;0
Thu Mar 11 17:57:24 +0000 2021;642;https://t.co/Osww6gltgr;6;39;198;RLA;11;3;0
Thu Mar 11 17:44:19 +0000 2021;1457;Esto es cierto? https://t.co/8OfglBoeIj;38;131;575;RLA;11;3;0
Thu Mar 11 16:56:01 +0000 2021;2399;Necesitamos potencializar el país con interconectividad interna y con el resto del mundo. Así involucraremos el capital nacional, la comercialización y  el turismo para levantarnos de la crisis causada por la pandemia. Tengo experiencia en ello ¡Juntos podemos lograrlo! #RLA2021 https://t.co/nAswtJDjb6;50;239;735;RLA;11;3;0
Thu Mar 11 15:29:48 +0000 2021;643;¿La conexión de Lescano con Lava Jato?Diario Expreso https://t.co/bVPiI0krjM;6;61;278;RLA;11;3;0
Thu Mar 11 14:58:44 +0000 2021;763;https://t.co/wCNeu0y3G0;6;85;220;RLA;11;3;0
Thu Mar 11 14:43:21 +0000 2021;518;https://t.co/0BJVfEY5cG;4;21;151;RLA;11;3;0
Thu Mar 11 14:29:30 +0000 2021;2746;https://t.co/4ctvSL9ran;48;417;630;RLA;11;3;0
Thu Mar 11 06:21:40 +0000 2021;730;https://t.co/83qapO23PN;11;49;177;RLA;11;3;0
Thu Mar 11 00:50:56 +0000 2021;477;https://t.co/n18TZbsw8y;4;40;115;RLA;11;3;0
Thu Mar 11 00:17:37 +0000 2021;1587;Rafael López Aliaga propone cadena perpetua para políticos corruptos y expulsión de Odebrecht | Política | https://t.co/oRIILD1SOc https://t.co/0MhauQ2KLv;24;142;453;RLA;11;3;0
Wed Mar 10 21:40:00 +0000 2021;698;"Estimados amigos, estamos muy cerca de las elecciones y tenemos candidatos que financian sus campañas con  presupuestos altos, generando dudas por su procedencia, ello debe aclararse.

#RenovaciónPopular
#RafaelPresidente2021
#CongresoCeleste
#TsunamiCeleste https://t.co/QPR6jPmPPl";16;66;212;RLA;10;3;0
Wed Mar 10 21:25:37 +0000 2021;861;Yonhy Lescano | Candidato de AP representó a compañía vinculada al Club de la Construcción | POLITICA | PERU21 https://t.co/DNd27hF9HM;11;70;400;RLA;10;3;0
Wed Mar 10 21:25:04 +0000 2021;996;"La Caravana de la Esperanza continúa su trayectoria por la región de Piura. Muy agradecido por el recibimiento. 
¡Seguimos adelante! ¡Somos #RenovaciónPopular!

#RafaelLópezAliaga
#TsunamiCeleste
#Elecciones2021 https://t.co/jRuKMgahMH";13;43;284;RLA;10;3;0
Wed Mar 10 21:00:39 +0000 2021;2700;https://t.co/rXSpQu5Ma8;101;353;1109;RLA;10;3;0
Wed Mar 10 20:56:24 +0000 2021;227;Elecciones 2021: La polémica agenda de Lescano | POLITICA | EL COMERCIO PERÚ https://t.co/sagRcTukX1;2;16;80;RLA;10;3;0
Wed Mar 10 20:38:22 +0000 2021;2440;https://t.co/agrGM2kIiA;89;244;775;RLA;10;3;0
Wed Mar 10 17:39:35 +0000 2021;1123;"¡Agradezco el recibimiento! La ola celeste en la región de Puno. ¡Seguimos adelante con la caravana de la esperanza! ¡Somos #RenovaciónPopular!
#RafaelLópezAliaga #rafaelpresidente2021 #LaOlaCeleste https://t.co/pNORPBp3PJ";22;147;312;RLA;10;3;0
Wed Mar 10 17:19:32 +0000 2021;2054;https://t.co/zydwsJzIo5;33;221;430;RLA;10;3;0
Wed Mar 10 17:00:24 +0000 2021;1116;"¡Trabajemos por un Perú unido y renovado!

#RenovaciónPopular
#RafaelLópezAliaga
#TsunamiCeleste
#Elecciones2021
#CongresoCeleste
#RafaelPresidente2021 https://t.co/2EbPc6tJ4B";11;71;325;RLA;10;3;0
Wed Mar 10 15:55:10 +0000 2021;1571;"El verdadero y gran cambio para el Perú está cerca. ¡Somos #RenovaciónPopular!

#RafaelLópezAliaga
#TsunamiCeleste
#Elecciones2021 https://t.co/d3hn8t1uap";29;144;466;RLA;10;3;0
Wed Mar 10 14:47:45 +0000 2021;602;https://t.co/VsXhX8CmVn;19;73;234;RLA;10;3;0
Wed Mar 10 13:48:00 +0000 2021;2655;Fiscal José Domingo Pérez archivó denuncia de Sunat por más de S/1,000 millones contra tres exfuncionarios de Odebrecht nndc | PERU | GESTIÓN https://t.co/ZD37CT9cdl;90;478;1212;RLA;10;3;0
Wed Mar 10 13:28:35 +0000 2021;564;https://t.co/UHiMsZX7uU;8;41;179;RLA;10;3;0
Wed Mar 10 13:22:45 +0000 2021;512;La hormiga emprendedora y la cigarra de la sociedad civil | OPINION | GESTIÓN https://t.co/8u9KG4s8Ma;4;24;152;RLA;10;3;0
Wed Mar 10 07:06:55 +0000 2021;1106;Los ‘chats’ de Paola Ugaz - Diario Expreso https://t.co/4CROkH6m6m;22;114;481;RLA;10;3;0
Wed Mar 10 05:09:02 +0000 2021;1238;https://t.co/7r6ze8FGfd;14;88;326;RLA;10;3;0
Wed Mar 10 04:02:18 +0000 2021;777;https://t.co/fc5M3sxjxo;8;70;194;RLA;10;3;0
Tue Mar 09 22:06:31 +0000 2021;3473;https://t.co/jro8KcAySD;166;913;932;RLA;09;3;0
Tue Mar 09 18:53:24 +0000 2021;1532;https://t.co/ObS0Inscm5;53;142;710;RLA;09;3;0
Tue Mar 09 15:33:01 +0000 2021;1778;"Estimados amigos, le invito a inscribirse en este formulario para apoyar mi campaña presidencial y al partido Renovación Popular a nivel nacional.
¡La ola celeste sigue avanzando! ¡Súmate a mi campaña!
#SíSePuede

Haz click en el link: https://t.co/KFNiLYYsRe https://t.co/0vHgqFMECm";33;284;574;RLA;09;3;0
Tue Mar 09 12:26:55 +0000 2021;1346;https://t.co/EfDcWgQqZg;36;56;445;RLA;09;3;0
Tue Mar 09 05:08:55 +0000 2021;946;https://t.co/fBgzXHcCZM;37;87;263;RLA;09;3;0
Tue Mar 09 01:54:53 +0000 2021;759;https://t.co/ihZFzz2JKl;6;60;176;RLA;09;3;0
Mon Mar 08 22:21:14 +0000 2021;820;"Estimados amigos, continúo mi trayectoria por el Perú visitando esta semana a la región de Piura para explicar mis propuestas. ¡Los espero!

#RenovaciónPopular
#RafaelLópezAliaga
#OlaCeleste
#Elecciones2021 https://t.co/8GrArR91B6";5;64;202;RLA;08;3;0
Mon Mar 08 21:14:11 +0000 2021;705;"Estimados amigos, pienso que en estos tiempos de dificultad, la mujer rural necesita como ganarse la vida y pueda subsistir, debemos brindar servicios básicos y darle todo nuestro apoyo.

#RafaelLópezAliaga
#Elecciones2021
#SiSePuede
#TsunamiCeleste
#RenovaciónPopular https://t.co/HfAtyAhCJr";10;69;189;RLA;08;3;0
Mon Mar 08 20:03:15 +0000 2021;585;https://t.co/0uGU6qQ5yq;8;36;157;RLA;08;3;0
Mon Mar 08 19:59:50 +0000 2021;1875;https://t.co/CXE2kkLdn7;37;96;532;RLA;08;3;0
Mon Mar 08 19:19:00 +0000 2021;909;HOY EN PIURA...! https://t.co/E2DNmbELjI;6;88;233;RLA;08;3;0
Mon Mar 08 18:01:54 +0000 2021;2323;"¡Muchas gracias por el apoyo! ¡Seguimos creciendo y avanzando!

#RafaelLópezAliaga
#Elecciones2021
#SiSePuede
#TsunamiCeleste
#RenovaciónPopular https://t.co/1A7rWk2wzS";18;207;429;RLA;08;3;0
Mon Mar 08 17:33:41 +0000 2021;776;https://t.co/TqJJuuh44m;15;38;209;RLA;08;3;0
Mon Mar 08 17:29:16 +0000 2021;3124;"Un saludo especial a todas las mujeres peruanas, valientes y luchadoras. Mujeres que forjan sus metas y guardan de su familia, nuestra historia escribe de ellas.

#FelizDíaDeLaMujer https://t.co/Qyrqs2knx8";101;425;586;RLA;08;3;0
Mon Mar 08 15:00:16 +0000 2021;1019;"¡Seguimos avanzando con fe y entusiasmo!

#RafaelLópezAliaga
#Elecciones2021
#SiSePuede
#TsunamiCeleste
#RenovaciónPopular https://t.co/Z8iSgaZJbt";9;122;238;RLA;08;3;0
Mon Mar 08 14:38:00 +0000 2021;1487;https://t.co/B0VKVCFgqG;33;195;571;RLA;08;3;0
Mon Mar 08 05:52:47 +0000 2021;2600;https://t.co/SJeburW7kS;39;266;626;RLA;08;3;0
Mon Mar 08 02:50:59 +0000 2021;1218;https://t.co/hmReBN2F24;25;124;321;RLA;08;3;0
Mon Mar 08 01:02:54 +0000 2021;3849;https://t.co/WCdqJCWvRK;81;433;653;RLA;08;3;0
Sun Mar 07 23:31:19 +0000 2021;1382;https://t.co/woLn9Rd783;34;73;578;RLA;07;3;0
Sun Mar 07 23:13:03 +0000 2021;1201;"Acompáñenme hoy en las entrevistas que tendré en Panamericana Televisión, https://t.co/k2eEW6IWy4 y ATV+ Noticias. ¡Gracias por todo su apoyo!

#RafaelPresidente 
#RenovacionPopular 
#SiSePuede https://t.co/WeuVsff2kg";16;148;298;RLA;07;3;0
Sun Mar 07 21:23:04 +0000 2021;2452;Rafael López Aliaga sobre Sagasti: “Debe ser procesado por genocidio como el señor Martín Vizcarra” https://t.co/g664FnH2gy;38;333;677;RLA;07;3;0
Sun Mar 07 20:02:10 +0000 2021;2755;https://t.co/Rev5IwIYNR;67;501;731;RLA;07;3;0
Sun Mar 07 15:51:22 +0000 2021;3451;https://t.co/5vuKQnwQhd;97;270;1591;RLA;07;3;0
Sun Mar 07 05:04:28 +0000 2021;1654;https://t.co/lBjPq2BKO3;24;188;485;RLA;07;3;0
Sat Mar 06 18:15:18 +0000 2021;653;"Uno de los grandes beneficios que hay al implementar una ley de voluntariado en el Perú, es que ayudamos a las personas más necesitadas y que viven del día a día.

#Elecciones2021
#SeguimosAvanzando
#RafaelLópezAliaga
#TsunamiCeleste
#RafaelPresidente https://t.co/RRQ0SsEMzi";7;83;158;RLA;06;3;0
Sat Mar 06 14:56:13 +0000 2021;977;"En un gobierno de #RenovaciónPopular restableceremos la Ingeniería Militar a nivel nacional en base al Servicio Militar Voluntario remunerado permitiendo la generación de trabajo rural.

#Elecciones2021
#RafaelLópezAliaga https://t.co/cqobGkisAj";13;82;239;RLA;06;3;0
Sat Mar 06 14:14:34 +0000 2021;1514;https://t.co/wsV1VMbczJ;22;183;318;RLA;06;3;0
Sat Mar 06 14:02:56 +0000 2021;1744;Encuesta Presidencial, IDICE – 05 Marzo 2021 | ENCUESTAS ON LINE |FAVOR VOTAR https://t.co/iwGKTModx7;26;259;443;RLA;06;3;0
Sat Mar 06 13:59:51 +0000 2021;548;https://t.co/7Wh9HDIGpd;9;35;214;RLA;06;3;0
Sat Mar 06 05:39:31 +0000 2021;5089;"SI SE PUDO..! ESTAMOS EN CARRERA ELECTORAL..!
""Quiero agradecer a toda esa mayoria silenciosa de jovenes que no se conforma con la injusticia. Gracias a ustedes por revertir la decision del JNE. Juntos hemos evitado una injusticia. La esperanza de un Peru mejor sigue intacta....""";42;452;919;RLA;06;3;0
Sat Mar 06 05:01:51 +0000 2021;876;https://t.co/T6WtCNp2NW;4;95;254;RLA;06;3;0
Sat Mar 06 02:27:11 +0000 2021;1809;"A pesar de la guerra sucia y los ataques, seguimos firmes y en campaña. 

¡Con fe y optimismo, vamos hacia la victoria! https://t.co/ZCS0iBRRaB";28;152;402;RLA;06;3;0
Sat Mar 06 01:13:53 +0000 2021;685;https://t.co/k0kirpfve3;6;55;162;RLA;06;3;0
Sat Mar 06 01:00:59 +0000 2021;1137;"Acompáñenme hoy en una nueva entrevista en el programa Combutters de Willax Televisión. ¡Gracias por todo su apoyo!

#RafaelPresidente 
#RenovacionPopular 
#SiSePuede https://t.co/tQKl4VNAnk";10;108;246;RLA;06;3;0
Sat Mar 06 00:56:43 +0000 2021;1390;Hernando de Soto llegó hasta el JNE para apoyar a López Aliaga: “Que seamos rivales es parte de la economía de mercado” | RPP Noticias https://t.co/krNC0WHIN4;7;82;250;RLA;06;3;0
Fri Mar 05 21:52:14 +0000 2021;4317;"¡Seguimos en carrera! ¡Juntos podemos lograrlo!
¡Somos #RenovaciónPopular!

#TsunamiCeleste
#Elecciones2021 https://t.co/OC55EShVbu";67;403;962;RLA;05;3;0
Fri Mar 05 18:40:08 +0000 2021;1154;"¡#LaLibertadConRafael! El tsunami celeste presente en todo el Perú. 🇵🇪
#𝗡𝗼𝗔𝗟𝗮𝗘𝘅𝗰𝗹𝘂𝘀𝗶ó𝗻
#𝗖𝗼𝗻𝗠𝗶𝗩𝗼𝘁𝗼𝗡𝗼𝗧𝗲𝗠𝗲𝘁𝗮𝘀
#SinRafaEsFraude
#JNECorrupto
#𝗡𝗼𝗔𝗹𝗙𝗿𝗮𝘂𝗱𝗲𝗘𝗹𝗲𝗰𝘁𝗼𝗿𝗮𝗹 https://t.co/6byYb1mMHl";12;68;291;RLA;05;3;0
Fri Mar 05 18:15:27 +0000 2021;1126;"¡#ElTsunamiCeleste presente en el JNE!

#𝗡𝗼𝗔𝗟𝗮𝗘𝘅𝗰𝗹𝘂𝘀𝗶𝗼𝗻
#𝗖𝗼𝗻𝗠𝗶𝗩𝗼𝘁𝗼𝗡𝗼𝗧𝗲𝗠𝗲𝘁𝗮𝘀
#SinRafaEsFraude
#JNECorrupto
#𝗡𝗼𝗔𝗹𝗙𝗿𝗮𝘂𝗱𝗲𝗘𝗹𝗲𝗰𝘁𝗼𝗿𝗮𝗹 https://t.co/2grJoabVqE";10;50;289;RLA;05;3;0
Fri Mar 05 18:12:59 +0000 2021;858;"¡#ElTsunamiCeleste presente en el JNE!
#𝗡𝗼𝗔𝗟𝗮𝗘𝘅𝗰𝗹𝘂𝘀𝗶𝗼𝗻
#𝗖𝗼𝗻𝗠𝗶𝗩𝗼𝘁𝗼𝗡𝗼𝗧𝗲𝗠𝗲𝘁𝗮𝘀
#SinRafaEsFraude
#JNECorrupto
#𝗡𝗼𝗔𝗹𝗙𝗿𝗮𝘂𝗱𝗲𝗘𝗹𝗲𝗰𝘁𝗼𝗿𝗮𝗹 https://t.co/QkXzLcrrLs";18;51;253;RLA;05;3;0
Fri Mar 05 17:51:15 +0000 2021;1456;De Soto acude a las afueras del JNE para expresar su respaldo a candidatos ante posible exclusión | Política | https://t.co/oRIILD1SOc https://t.co/lpRwHvmp4X;15;40;282;RLA;05;3;0
Fri Mar 05 17:50:57 +0000 2021;528;Rafael López Aliaga: “Vamos a acabar con los abusos de la SUNAT” | Política | https://t.co/oRIILD1SOc https://t.co/CFqhXGGh1u;5;19;117;RLA;05;3;0
Fri Mar 05 15:57:06 +0000 2021;428;https://t.co/Pz0qgcdADh;8;26;72;RLA;05;3;0
Fri Mar 05 15:51:51 +0000 2021;853;https://t.co/WwlOYVwqjM;13;58;257;RLA;05;3;0
Fri Mar 05 15:28:35 +0000 2021;1446;"En estas últimas semanas he recibido muchos ataques incluso me quieren excluir de estas elecciones. En este video explico las acusaciones que me hacen respecto las deudas en SUNAT.

#𝗡𝗼𝗔𝗟𝗮𝗘𝘅𝗰𝗹𝘂𝘀𝗶𝗼𝗻
#𝗖𝗼𝗻𝗠𝗶𝗩𝗼𝘁𝗼𝗡𝗼𝗧𝗲𝗠𝗲𝘁𝗮𝘀
#SinRafaEsFraude
#JNECorrupto https://t.co/HoByZ3unvO";95;293;510;RLA;05;3;0
Fri Mar 05 14:15:54 +0000 2021;1642;https://t.co/cXslpc5bQ5;17;90;369;RLA;05;3;0
Fri Mar 05 12:29:13 +0000 2021;817;🔴🔵Vacuna peruana lista para iniciar pruebas en humanos pero no cuenta co... https://t.co/uQ2rVeceSz vía @YouTube;11;39;256;RLA;05;3;0
Fri Mar 05 12:27:36 +0000 2021;116;@ucinoticias_pe @pavese Gracias Rocio..! Elecciones libres y limpias..! No más dictaduras...;1;5;18;RLA;05;3;1
Fri Mar 05 12:25:00 +0000 2021;205;@alvarezrodrich @JNE_Peru Gracias Augusto... defendamos la DEMOCRACIA...! Abajo la DICTADURA CAVIAR..! Un abrazo;1;12;32;RLA;05;3;1
Fri Mar 05 12:20:06 +0000 2021;27;@sandraarchive @JorgeMunozPe @AlbertoBelaunde Es hoy...!;1;1;3;RLA;05;3;1
Fri Mar 05 05:10:30 +0000 2021;897;EXCLUSIÓN DE LÓPEZ ALIAGA PONDRÍA FIN A LA DEMOCRACIA PERUANA - La Abeja https://t.co/L5UWQs5rn2;12;42;312;RLA;05;3;0
Fri Mar 05 05:02:20 +0000 2021;577;López Aliaga: Hasta ocho fuentes distintas me han asegurado que el JNE resolvió excluirme | RPP Noticias https://t.co/BTR3DWcC5g;10;41;195;RLA;05;3;0
Fri Mar 05 04:45:16 +0000 2021;2342;https://t.co/QerHmfNLHM;48;123;607;RLA;05;3;0
Fri Mar 05 04:05:38 +0000 2021;336;"En vivo en unos momentos.

https://t.co/0m5qUOe2uj";5;9;76;RLA;05;3;0
Fri Mar 05 03:53:19 +0000 2021;1422;https://t.co/1Ei2KrQv0r;66;78;545;RLA;05;3;0
Fri Mar 05 03:18:20 +0000 2021;1033;"Hoy 04 de marzo el Instituto Interamericano de Derechos Humanos remitió al Jurado Nacional de Elecciones una carta  mencionado que no puede limitar el derecho a ser elegido

#Elecciones2021
#ConMiVotoNoTeMetas
#RenovaciónPopular
#RafaSeQueda 
#NoALaExclusion 
#NoAlFraudeElectoral https://t.co/u4AmJ58iVh";26;56;384;RLA;05;3;0
Fri Mar 05 02:44:44 +0000 2021;425;"Un abrazo hasta el Cielo, Ángel ""Chino"" Lui - Opus Dei https://t.co/Uvd9hiEagl";1;14;55;RLA;05;3;0
Fri Mar 05 02:29:17 +0000 2021;595;Elecciones 2021 | Rafael López Aliaga asegura que el JNE ya decidió excluir su candidatura del proceso electoral | RPP Noticias https://t.co/26tuW7MVIF;12;55;192;RLA;05;3;0
Fri Mar 05 01:10:07 +0000 2021;2272;"En conferencia de prensa en #Lambayeque: 

No me excluyen por una omisión de información, yo he declarado todo de forma perfecta, tampoco es por un juicio o una sentencia. Afirman sin pruebas que sigo donando mi sueldo, lo cual es falso. Denunciaré a ese jurado por prevaricato.";31;168;689;RLA;05;3;0
Fri Mar 05 01:08:14 +0000 2021;1479;"En conferencia de prensa en #Lambayeque: 

El jurado no es imparcial, en ningún país del mundo sucede que te excluyan de la contienda un mes antes de elecciones, y menos por un motivo tan absurdo como el que mencionan.

El motivo de fondo es mi discurso firme contra la corrupción";25;81;455;RLA;05;3;0
Fri Mar 05 01:05:27 +0000 2021;1172;"En conferencia de prensa en #Lambayeque: 

Varios abogados me han advertido que ya está lista la resolución que me excluye y la audiencia de mañana sólo es una formalidad, eso me obliga a adelantar mi viaje a Lima mañana. https://t.co/Ks2fzLnszl";17;117;369;RLA;05;3;0
Thu Mar 04 23:56:03 +0000 2021;517;Rafael López Aliaga: “Nosotros tenemos el mayor respeto por la mujer” | Política | https://t.co/oRIILD1SOc https://t.co/GubLFQQsLz;3;25;148;RLA;04;3;0
Thu Mar 04 23:38:57 +0000 2021;1274;https://t.co/XYXJjkrVUJ;37;88;393;RLA;04;3;0
Thu Mar 04 23:14:51 +0000 2021;2341;"Nos vemos mañana a las 10:30 am frente al JNE, es hora de manifestarnos pacíficamente por la democracia y en defensa de nuestro derecho constitucional a la participación política.

¡Respetemos la voluntad del pueblo! 

#NoALaExclusión
#RafaelLopezAliaga https://t.co/pjZTUOhfY6";80;410;838;RLA;04;3;0
Thu Mar 04 22:23:36 +0000 2021;508;"Estimados amigos, continúo mi trayectoria por el Perú visitando esta semana a la región de Lambayeque para explicar mis propuestas. ¡Los espero!

#RenovaciónPopular
#RafaelLópezAliaga
#OlaCeleste
#Elecciones2021 https://t.co/Yfgp3jStq9";6;37;158;RLA;04;3;0
Thu Mar 04 21:57:26 +0000 2021;5092;@HDeSotoPeru Muchas gracias Hernando..! Defenderemos la democracia..! No más dictadura...!;48;296;875;RLA;04;3;1
Thu Mar 04 21:28:08 +0000 2021;788;"#NoAlFraudeElectoral dejemos al pueblo peruano escoger libremente.

#JNECorrupto

#RenovaciónPopular
#RafaelLópezAliaga
#OlaCeleste https://t.co/6wgYBZ4lek";28;76;350;RLA;04;3;0
Thu Mar 04 19:14:49 +0000 2021;1754;https://t.co/x7yI3T1kFE;31;161;530;RLA;04;3;0
Thu Mar 04 19:05:52 +0000 2021;1179;López Aliaga convocará a una marcha nacional - Diario Expreso https://t.co/KYRejqkN26;22;117;370;RLA;04;3;0
Thu Mar 04 17:44:39 +0000 2021;256;https://t.co/igCZPDIyVo;1;37;69;RLA;04;3;0
Thu Mar 04 17:40:07 +0000 2021;1000;"Estimados amigos, continúo mi trayectoria por el Perú visitando esta semana a la región de Lambayeque para explicar mis propuestas. ¡Los espero!

#RenovaciónPopular
#RafaelLópezAliaga
#OlaCeleste
#Elecciones2021 https://t.co/Ykm1g9vFin";8;108;239;RLA;04;3;0
Thu Mar 04 04:45:03 +0000 2021;977;https://t.co/Uwqr29o7HU;5;56;284;RLA;04;3;0
Wed Mar 03 22:41:57 +0000 2021;1292;"#RenovaciónPopular promoverá la ley de centrales de compra para que el microempresario y los productores pueda vender sin la intermediación perversa a un precio justo.

#Elecciones2021
#RafaelLópezAliaga https://t.co/oYSjbfFg2c";11;128;362;RLA;03;3;0
Wed Mar 03 16:38:18 +0000 2021;1996;"Agradezco el recibimiento en la ciudad de Chimbote. La ola celeste en la región de Ancash. ¡Seguimos adelante con la caravana de la esperanza! ¡Somos #RenovaciónPopular!
#OlaCeleste
#RafaelLopezAliaga
#Elecciones2021
#RafaelPresidente https://t.co/OQ8CDreQ7y";16;127;473;RLA;03;3;0
Wed Mar 03 03:14:29 +0000 2021;2041;https://t.co/lQlTiAnPrn;73;292;565;RLA;03;3;0
Wed Mar 03 00:06:08 +0000 2021;1533;Simpatizantes de López Aliaga realizan marcha ante posible fraude electoral en su contra https://t.co/xCVaB3g8ew;11;56;407;RLA;03;3;0
Tue Mar 02 23:05:12 +0000 2021;770;Rafael López Aliaga a Sagasti: “El sector privado puede romper el monopolio de Sinopharm” | Política | https://t.co/oRIILD1SOc https://t.co/JWd0ZHIEGl;5;53;222;RLA;02;3;0
Tue Mar 02 22:25:48 +0000 2021;901;Agradezco el recibimiento en la ciudad de Chimbote. La ola celeste en la región de Ancash. ¡Seguimos adelante con la caravana de la esperanza! ¡Somos #RenovaciónPopular! https://t.co/eC8DB798Q0;16;49;236;RLA;02;3;0
Tue Mar 02 22:17:02 +0000 2021;2817;https://t.co/YYxV5N1wdr;49;212;819;RLA;02;3;0
Tue Mar 02 21:55:00 +0000 2021;2662;Otro “congresista” inútil, que ha vivido de la mamadera del Estado, amante de Maduro y Chávez, que salta como camaleón político a auxiliar a lagartos morados, difamando mi trayectoria profesional y de ayuda social. Mi Dios no es el dinero. El dinero sirve para ayudar al prójimo !;66;602;773;RLA;02;3;0
Tue Mar 02 20:14:09 +0000 2021;2809;Este cómplice de Nadine y Sagasti, mantenido, sin trabajo conocido, aprueba acuerdo siniestro y exclusivo con chinos de SINOPHARM..! Sector privado, con orden y ciencia, tiene DERECHO y DEBER  de traer mejores vacunas, más rápido y más baratas, para TODOS LOS PERUANOS: Basta YA !;121;963;929;RLA;02;3;0
Tue Mar 02 19:18:03 +0000 2021;1089;https://t.co/PEQrUZE7B1;33;75;326;RLA;02;3;0
Tue Mar 02 17:20:00 +0000 2021;703;https://t.co/jSqP7tl9mo;20;67;239;RLA;02;3;0
Tue Mar 02 16:58:15 +0000 2021;880;"Rafael López Aliaga: ""Yo vengo a trabajar""
#Elecciones2021
#RenovaciónPopular
#RafaelLópezAliaga https://t.co/qxRNH3Ye9k";32;69;306;RLA;02;3;0
Tue Mar 02 15:43:36 +0000 2021;118;@tonnio15 @raullabarthe MTC NO LO PERMITE, HASTA AHORA...;2;9;10;RLA;02;3;1
Tue Mar 02 15:31:14 +0000 2021;673;"En un gobierno de #RenovaciónPopular, reforzaremos el sistema de seguridad empezando por la deportación de extranjeros que delinquen en nuestro país, mejor equipamiento para la policía y la integración de las rondas campesinas.

#Elecciones2021
#RafaelLópezAliaga https://t.co/HHOmABIzw6";11;66;203;RLA;02;3;0
Tue Mar 02 14:33:55 +0000 2021;587;https://t.co/XiSRKanuWn;23;55;258;RLA;02;3;0
Tue Mar 02 14:23:19 +0000 2021;571;El Comercio registró pérdidas por S/64.2 millones en el 2020 | Semana Económica https://t.co/TuJgwz5c4A;7;75;169;RLA;02;3;0
Tue Mar 02 14:07:34 +0000 2021;1697;Agradezco al pueblo arequipeño por ponerse firme en defensa de la democracia y el derecho a la participación política de todos los peruanos. https://t.co/pIt80WzLkN;35;100;415;RLA;02;3;0
Tue Mar 02 06:19:46 +0000 2021;149;https://t.co/70dgH44WkY;0;5;46;RLA;02;3;0
Tue Mar 02 05:48:37 +0000 2021;874;Candidato Rafael López Aliaga pide la renuncia de Sagasti por ineptitud - La Razón https://t.co/eHJIePGYZU;9;47;274;RLA;02;3;0
Tue Mar 02 05:46:09 +0000 2021;913;Protestas en Perú por exclusión de candidato conservador Rafael López Aliaga - La Gaceta de la Iberosfera https://t.co/sYzCa8vy03;10;34;267;RLA;02;3;0
Tue Mar 02 02:25:03 +0000 2021;3076;Rafael López Aliaga pide la renuncia de Francisco Sagasti por no permitir que los privados compren vacunas - Diario Expreso https://t.co/VmZKeWfnRf;82;504;869;RLA;02;3;0
Mon Mar 01 19:28:20 +0000 2021;735;https://t.co/OO3kMjPqGT;12;50;200;RLA;01;3;0
Mon Mar 01 19:16:49 +0000 2021;1131;https://t.co/XN4gMd8A05;16;76;347;RLA;01;3;0
Mon Mar 01 18:46:24 +0000 2021;3351;"Estimados amigos, les hago una pregunta:

¿Estás de acuerdo en que el Ministerio de Cultura gaste miles de soles en la serie ""Mi cuerpa, mis reglas""?

#Elecciones2021
#RenovaciónPopular
#RafaelLópezAliaga https://t.co/aavUE5ZRgS";225;2289;854;RLA;01;3;0
Mon Mar 01 16:17:28 +0000 2021;1587;"Estimados amigos, a lo largo de mi trayectoria he comenzado desde abajo y he logrado realizar obras exitosas. Ahora, podemos hacer mucho por nuestro país, Perú potencia mundial. 
¡sí se puede! ¡Juntos podemos lograrlo!

 #Elecciones2021
#RenovaciónPopular
#RafaelLópezAliaga https://t.co/IO2FP42o0z";27;142;427;RLA;01;3;0
Mon Mar 01 15:06:19 +0000 2021;663;https://t.co/lkQB7SSszs;9;78;215;RLA;01;3;0
Mon Mar 01 14:35:02 +0000 2021;2498;https://t.co/iYILgIN1lr;146;529;842;RLA;01;3;0
Mon Mar 01 14:27:26 +0000 2021;491;https://t.co/2md1T8dP3D;9;53;158;RLA;01;3;0
Mon Mar 01 02:11:41 +0000 2021;1876;https://t.co/WcTcYWl2FS;60;301;729;RLA;01;3;0
Sun Feb 28 22:18:49 +0000 2021;2022;Comunicado. https://t.co/VVD3GKMRbu;33;151;590;RLA;28;2;0
Sun Feb 28 21:27:03 +0000 2021;456;https://t.co/SGdcETdcAW;4;54;121;RLA;28;2;0
Sun Feb 28 20:15:52 +0000 2021;1328;https://t.co/2bSYWWq4hw;15;120;381;RLA;28;2;0
